tre:TRIREDRAFT_102382	ko:K01069
tre:TRIREDRAFT_79993	ko:K09497
tre:TRIREDRAFT_80003	ko:K00058
tre:TRIREDRAFT_80005	ko:K16302
tre:TRIREDRAFT_80022	ko:K20827
tre:TRIREDRAFT_80025	ko:K02962
tre:TRIREDRAFT_80028	ko:K05643
tre:TRIREDRAFT_80048	ko:K28206
tre:TRIREDRAFT_80056	ko:K01974
tre:TRIREDRAFT_80073	ko:K24205
tre:TRIREDRAFT_80105	ko:K27819
tre:TRIREDRAFT_80122	ko:K03426
tre:TRIREDRAFT_80125	ko:K23678
tre:TRIREDRAFT_80142	ko:K03695
tre:TRIREDRAFT_80151	ko:K04518
tre:TRIREDRAFT_80159	ko:K18719
tre:TRIREDRAFT_80167	ko:K11254
tre:TRIREDRAFT_80186	ko:K11227
tre:TRIREDRAFT_80187	ko:K24139
tre:TRIREDRAFT_80191	ko:K01052
tre:TRIREDRAFT_80200	ko:K15979
tre:TRIREDRAFT_80211	ko:K02875
tre:TRIREDRAFT_80216	ko:K02138
tre:TRIREDRAFT_80231	ko:K00844
tre:TRIREDRAFT_80234	ko:K20793
tre:TRIREDRAFT_80237	ko:K09595
tre:TRIREDRAFT_80243	ko:K13431
tre:TRIREDRAFT_80245	ko:K20362
tre:TRIREDRAFT_80268	ko:K01755
tre:TRIREDRAFT_80277	ko:K19842
tre:TRIREDRAFT_80288	ko:K02263
tre:TRIREDRAFT_80292	ko:K04459
tre:TRIREDRAFT_80310	ko:K22831
tre:TRIREDRAFT_80326	ko:K03062
tre:TRIREDRAFT_80335	ko:K17741
tre:TRIREDRAFT_80339	ko:K24766
tre:TRIREDRAFT_80340	ko:K05528
tre:TRIREDRAFT_80398	ko:K18752
tre:TRIREDRAFT_80400	ko:K05610
tre:TRIREDRAFT_80415	ko:K20177
tre:TRIREDRAFT_80432	ko:K05657
tre:TRIREDRAFT_80437	ko:K15559
tre:TRIREDRAFT_80447	ko:K02183
tre:TRIREDRAFT_80475	ko:K20475
tre:TRIREDRAFT_80484	ko:K02984
tre:TRIREDRAFT_80498	ko:K11279
tre:TRIREDRAFT_80499	ko:K18532
tre:TRIREDRAFT_80509	ko:K20238
tre:TRIREDRAFT_80515	ko:K14830
tre:TRIREDRAFT_80528	ko:K14829
tre:TRIREDRAFT_80538	ko:K03247
tre:TRIREDRAFT_80553	ko:K07955
tre:TRIREDRAFT_80584	ko:K12670
tre:TRIREDRAFT_80586	ko:K24781
tre:TRIREDRAFT_80597	ko:K15287
tre:TRIREDRAFT_80605	ko:K23562
tre:TRIREDRAFT_80621	ko:K27797
tre:TRIREDRAFT_80627	ko:K01915
tre:TRIREDRAFT_80639	ko:K07243
tre:TRIREDRAFT_80645	ko:K01426
tre:TRIREDRAFT_80659	ko:K17066
tre:TRIREDRAFT_80691	ko:K12615
tre:TRIREDRAFT_80695	ko:K23329
tre:TRIREDRAFT_80713	ko:K19845
tre:TRIREDRAFT_80714	ko:K05286
tre:TRIREDRAFT_80716	ko:K00819
tre:TRIREDRAFT_80725	ko:K05012
tre:TRIREDRAFT_80732	ko:K23700
tre:TRIREDRAFT_80748	ko:K14846
tre:TRIREDRAFT_80756	ko:K01532
tre:TRIREDRAFT_80758	ko:K08286
tre:TRIREDRAFT_80761	ko:K01875
tre:TRIREDRAFT_80762	ko:K05609
tre:TRIREDRAFT_80767	ko:K08150
tre:TRIREDRAFT_80775	ko:K14684
tre:TRIREDRAFT_80784	ko:K20183
tre:TRIREDRAFT_80792	ko:K14820
tre:TRIREDRAFT_80797	ko:K11407
tre:TRIREDRAFT_80806	ko:K12829
tre:TRIREDRAFT_80813	ko:K15451
tre:TRIREDRAFT_80820	ko:K00765
tre:TRIREDRAFT_80833	ko:K01183
tre:TRIREDRAFT_80835	ko:K11650
tre:TRIREDRAFT_80843	ko:K03038
tre:TRIREDRAFT_80854	ko:K02902
tre:TRIREDRAFT_80867	ko:K17417
tre:TRIREDRAFT_80872	ko:K11788
tre:TRIREDRAFT_80879	ko:K03305
tre:TRIREDRAFT_80881	ko:K01900
tre:TRIREDRAFT_80890	ko:K12589
tre:TRIREDRAFT_80898	ko:K07874
tre:TRIREDRAFT_80904	ko:K14315
tre:TRIREDRAFT_80911	ko:K00681
tre:TRIREDRAFT_80920	ko:K13953
tre:TRIREDRAFT_80922	ko:K07213
tre:TRIREDRAFT_80932	ko:K02258
tre:TRIREDRAFT_80941	ko:K01855
tre:TRIREDRAFT_80956	ko:K14411
tre:TRIREDRAFT_80958	ko:K01613
tre:TRIREDRAFT_80980	ko:K10536
tre:TRIREDRAFT_80994	ko:K01836
tre:TRIREDRAFT_80997	ko:K11434
tre:TRIREDRAFT_81001	ko:K14842
tre:TRIREDRAFT_81007	ko:K07178
tre:TRIREDRAFT_81022	ko:K08192
tre:TRIREDRAFT_81043	ko:K03017
tre:TRIREDRAFT_81049	ko:K00222
tre:TRIREDRAFT_81058	ko:K01266
tre:TRIREDRAFT_81070	ko:K01264
tre:TRIREDRAFT_81082	ko:K03441
tre:TRIREDRAFT_81087	ko:K01264
tre:TRIREDRAFT_81089	ko:K01697
tre:TRIREDRAFT_81093	ko:K20032
tre:TRIREDRAFT_81097	ko:K04709
tre:TRIREDRAFT_81110	ko:K11262
tre:TRIREDRAFT_81115	ko:K14213
tre:TRIREDRAFT_81125	ko:K28030
tre:TRIREDRAFT_81139	ko:K14560
tre:TRIREDRAFT_81140	ko:K02963
tre:TRIREDRAFT_81148	ko:K15303
tre:TRIREDRAFT_81164	ko:K14803
tre:TRIREDRAFT_81188	ko:K01663
tre:TRIREDRAFT_81214	ko:K12194
tre:TRIREDRAFT_81219	ko:K18669
tre:TRIREDRAFT_81226	ko:K23334
tre:TRIREDRAFT_81239	ko:K15356
tre:TRIREDRAFT_81259	ko:K17800
tre:TRIREDRAFT_81260	ko:K00944
tre:TRIREDRAFT_81271	ko:K05351
tre:TRIREDRAFT_81291	ko:K14401
tre:TRIREDRAFT_81328	ko:K14526
tre:TRIREDRAFT_81339	ko:K00281
tre:TRIREDRAFT_81343	ko:K11572
tre:TRIREDRAFT_81362	ko:K03644
tre:TRIREDRAFT_81389	ko:K08176
tre:TRIREDRAFT_81405	ko:K20069
tre:TRIREDRAFT_81410	ko:K20246
tre:TRIREDRAFT_81430	ko:K01536
tre:TRIREDRAFT_81442	ko:K16261
tre:TRIREDRAFT_81447	ko:K19788
tre:TRIREDRAFT_81450	ko:K17804
tre:TRIREDRAFT_81454	ko:K01424
tre:TRIREDRAFT_81457	ko:K06699
tre:TRIREDRAFT_81511	ko:K01455
tre:TRIREDRAFT_81517	ko:K20247
tre:TRIREDRAFT_81522	ko:K20247
tre:TRIREDRAFT_81536	ko:K01536
tre:TRIREDRAFT_81570	ko:K01705
tre:TRIREDRAFT_81576	ko:K00380
tre:TRIREDRAFT_81586	ko:K09983
tre:TRIREDRAFT_81593	ko:K08192
tre:TRIREDRAFT_81598	ko:K01183
tre:TRIREDRAFT_81599	ko:K14564
tre:TRIREDRAFT_81616	ko:K18932
tre:TRIREDRAFT_81630	ko:K15267
tre:TRIREDRAFT_81646	ko:K21421
tre:TRIREDRAFT_81649	ko:K00485
tre:TRIREDRAFT_81690	ko:K20062
tre:TRIREDRAFT_81700	ko:K01809
tre:TRIREDRAFT_81713	ko:K02974
tre:TRIREDRAFT_81716	ko:K12735
tre:TRIREDRAFT_81720	ko:K02208
tre:TRIREDRAFT_81730	ko:K07390
tre:TRIREDRAFT_81742	ko:K03004
tre:TRIREDRAFT_81797	ko:K19998
tre:TRIREDRAFT_81803	ko:K27966
tre:TRIREDRAFT_81804	ko:K01265
tre:TRIREDRAFT_81822	ko:K01869
tre:TRIREDRAFT_81824	ko:K25004
tre:TRIREDRAFT_81855	ko:K00898
tre:TRIREDRAFT_81859	ko:K11838
tre:TRIREDRAFT_81861	ko:K15562
tre:TRIREDRAFT_81865	ko:K11322
tre:TRIREDRAFT_81882	ko:K15147
tre:TRIREDRAFT_81889	ko:K15710
tre:TRIREDRAFT_81896	ko:K00928
tre:TRIREDRAFT_81906	ko:K17053
tre:TRIREDRAFT_81911	ko:K12396
tre:TRIREDRAFT_81925	ko:K11422
tre:TRIREDRAFT_81930	ko:K01519
tre:TRIREDRAFT_81955	ko:K10534
tre:TRIREDRAFT_81964	ko:K15317
tre:TRIREDRAFT_81984	ko:K01074
tre:TRIREDRAFT_82001	ko:K17807
tre:TRIREDRAFT_82017	ko:K08197
tre:TRIREDRAFT_82026	ko:K00598
tre:TRIREDRAFT_82068	ko:K19327
tre:TRIREDRAFT_82085	ko:K03676
tre:TRIREDRAFT_82095	ko:K03320
tre:TRIREDRAFT_82100	ko:K01099
tre:TRIREDRAFT_82105	ko:K08711
tre:TRIREDRAFT_82125	ko:K15148
tre:TRIREDRAFT_82145	ko:K15279
tre:TRIREDRAFT_82150	ko:K27165
tre:TRIREDRAFT_82153	ko:K20237
tre:TRIREDRAFT_82172	ko:K03800
tre:TRIREDRAFT_82175	ko:K21157
tre:TRIREDRAFT_82177	ko:K12343
tre:TRIREDRAFT_82197	ko:K01501
tre:TRIREDRAFT_82204	ko:K15303
tre:TRIREDRAFT_82227	ko:K05349
tre:TRIREDRAFT_82235	ko:K01187
tre:TRIREDRAFT_82246	ko:K07297
tre:TRIREDRAFT_82280	ko:K15110
tre:TRIREDRAFT_82296	ko:K08192
tre:TRIREDRAFT_82321	ko:K09885
tre:TRIREDRAFT_82326	ko:K15634
tre:TRIREDRAFT_82327	ko:K08711
tre:TRIREDRAFT_82334	ko:K01866
tre:TRIREDRAFT_82351	ko:K04464
tre:TRIREDRAFT_82356	ko:K02619
tre:TRIREDRAFT_82380	ko:K03754
tre:TRIREDRAFT_82385	ko:K01874
tre:TRIREDRAFT_82409	ko:K17906
tre:TRIREDRAFT_82425	ko:K13125
tre:TRIREDRAFT_82434	ko:K03255
tre:TRIREDRAFT_82442	ko:K01867
tre:TRIREDRAFT_82451	ko:K08967
tre:TRIREDRAFT_82452	ko:K01262
tre:TRIREDRAFT_82458	ko:K11836
tre:TRIREDRAFT_82476	ko:K19985
tre:TRIREDRAFT_82510	ko:K11254
tre:TRIREDRAFT_82516	ko:K13830
tre:TRIREDRAFT_82519	ko:K12479
tre:TRIREDRAFT_82523	ko:K17764
tre:TRIREDRAFT_82529	ko:K13519
tre:TRIREDRAFT_82531	ko:K20372
tre:TRIREDRAFT_82534	ko:K09489
tre:TRIREDRAFT_82539	ko:K14327
tre:TRIREDRAFT_82544	ko:K07300
tre:TRIREDRAFT_82547	ko:K01760
tre:TRIREDRAFT_82551	ko:K05533
tre:TRIREDRAFT_82568	ko:K22530
tre:TRIREDRAFT_82577	ko:K14262
tre:TRIREDRAFT_82601	ko:K00294
tre:TRIREDRAFT_82606	ko:K23553
tre:TRIREDRAFT_82613	ko:K03232
tre:TRIREDRAFT_82616	ko:K01179
tre:TRIREDRAFT_82619	ko:K01940
tre:TRIREDRAFT_82623	ko:K01279
tre:TRIREDRAFT_82626	ko:K05681
tre:TRIREDRAFT_82628	ko:K22151
tre:TRIREDRAFT_82633	ko:K22832
tre:TRIREDRAFT_82651	ko:K03869
tre:TRIREDRAFT_82667	ko:K00872
tre:TRIREDRAFT_82668	ko:K14298
